ra,dec,d,phase,start_times,end_times
109.13833,-9.90454,1130.2,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
118.73477,15.29426,381.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
115.44582,18.54094,371.0,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
115.18693,17.09398,350.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
5.69969,44.77505,449.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
356.71438,49.53394,385.4,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
114.84314,18.60521,348.8,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
116.44374,15.34717,354.8,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
115.5864,20.02852,349.8,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
110.04967,-3.6749,902.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
108.03162,-11.49119,1175.6,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
353.26779,58.73698,244.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
307.39445,39.19449,1031.9,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
114.97932,24.64769,419.4,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
311.08929,38.52194,958.7,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
112.01679,11.78029,308.5,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
308.48611,37.82324,1023.6,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
312.25959,50.27639,746.3,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
343.98239,52.9093,454.1,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
118.47292,14.876,466.6,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
4.98102,72.22278,148.8,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
108.68444,-9.91369,1107.0,160,2024-03-26T11:55:55Z,2024-03-27T11:55:55Z
