ra,dec,d,phase,start_times,end_times
104.70441,-12.15691,1132.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.9897,-0.91945,369.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
83.82831,2.84268,363.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
83.03385,0.97551,347.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
2.43968,59.13959,428.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
346.66153,65.3855,378.2,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
83.07564,2.75259,344.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
83.6851,-1.06112,352.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
84.12468,4.56082,339.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
95.0986,-11.16517,919.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
105.02971,-13.0027,1178.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
332.34703,75.01734,253.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
304.72726,40.63176,1033.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.43114,10.72099,397.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
307.99975,40.34059,957.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
78.7602,-5.24286,328.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
305.57509,39.45774,1023.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
318.1722,46.84739,744.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
328.67723,65.44635,456.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
87.00918,-0.70752,451.4,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
351.51447,83.76454,157.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
103.42446,-12.56505,1111.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
95.61048,-10.59622,975.4,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.2595,38.47449,995.4,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
90.51607,2.70899,334.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
332.22756,58.79896,453.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
75.70916,-9.47152,273.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.10881,32.56967,1060.9,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
354.46247,56.63162,416.9,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
359.02277,56.44941,396.2,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.13358,42.33227,993.9,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.13593,39.03189,979.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.64287,40.10285,957.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
92.92212,-9.48814,917.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
86.82075,-7.5992,424.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
316.73204,49.78392,619.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
84.48756,3.09934,386.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.2688,-5.17726,379.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
82.58106,-3.68134,324.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
91.76134,-6.68759,841.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
317.61751,45.56217,770.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
306.03058,39.08942,949.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
314.4525,43.95086,792.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
318.17792,46.70603,733.9,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
313.3178,77.43691,376.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
84.53466,13.17842,387.4,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
81.07447,8.16484,388.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
86.87635,10.06459,406.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
87.69273,10.06943,397.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
84.72667,0.58904,365.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.88163,0.55543,404.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
88.0115,0.81582,417.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
86.24067,-8.93426,442.4,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
92.16284,-6.81657,855.5,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
92.74511,-6.85723,840.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
89.92201,-10.26359,844.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
89.11883,-13.78987,696.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
88.99827,-14.25923,680.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
106.12763,-12.68023,1169.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
106.22346,-13.08129,1182.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
345.68316,59.18556,475.8,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
86.12915,-1.82629,399.3,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
331.96205,74.18961,345.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
328.18458,52.04791,447.1,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.45327,-0.55011,355.7,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.05511,-0.65374,404.6,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
85.32852,-3.75562,386.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
304.87569,40.79687,1024.9,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
311.47996,44.03489,873.0,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
312.90264,44.49536,816.2,9,2023-10-27T11:55:55Z,2023-10-28T11:55:55Z
