ra,dec,d,phase
67.04486,34.13064,269.6559,223
64.82065,35.15873,268.1485,223
62.53086,36.17515,266.9941,223
60.17825,37.17499,266.1968,223
57.76607,38.15359,265.7593,223
55.29874,39.10642,265.6827,223
52.78091,40.02927,265.9667,223
50.21814,40.91843,266.6098,223
47.61672,41.7702,267.6088,223
44.98333,42.58199,268.9594,223
42.32507,43.3516,270.6563,223
39.64929,44.07725,272.6927,223
36.96375,44.75815,275.0611,223
34.27589,45.39379,277.7533,223
31.59297,45.98446,280.7602,223
28.92231,46.53102,284.0726,223
26.27054,47.03469,287.6807,223
23.64381,47.49713,291.5745,223
21.04759,47.92027,295.7442,223
18.48669,48.30643,300.1796,223
15.96553,48.65791,304.8713,223
13.48728,48.97718,309.8097,223
11.05494,49.26687,314.9857,223
8.67042,49.52949,320.3906,223
6.33547,49.76726,326.0161,223
4.05096,49.98263,331.8545,223
1.81743,50.17768,337.8986,223
359.63501,50.35453,344.1415,223
357.5034,50.51476,350.5772,223
355.42211,50.66022,357.2,223
353.39047,50.79218,364.0045,223
351.40782,50.91199,370.9862,223
349.47297,51.02059,378.1406,223
347.5852,51.11888,385.4639,223
345.74345,51.20756,392.9527,223
343.94683,51.2873,400.6036,223
342.1945,51.35835,408.4139,223
340.48586,51.42106,416.3806,223
338.82005,51.47563,424.5014,223
337.19694,51.52199,432.7736,223
335.61612,51.5602,441.195,223
334.07752,51.59013,449.7629,223
332.58101,51.61152,458.475,223
331.12696,51.62418,467.3286,223
329.71558,51.62775,476.3208,223
328.34743,51.6219,485.4486,223
327.02337,51.60637,494.7087,223
325.74409,51.5806,504.0973,223
324.51049,51.54429,513.6105,223
323.32373,51.49699,523.2437,223
322.18492,51.43826,532.9921,223
321.0954,51.36762,542.8506,223
320.05645,51.28464,552.8136,223
319.06921,51.18905,562.8749,223
318.13527,51.08025,573.0283,223
317.25574,50.95788,583.2671,223
316.43193,50.82156,593.5845,223
315.66507,50.67096,603.9735,223
314.95611,50.5057,614.4272,223
314.30607,50.32528,624.9387,223
313.71546,50.12959,635.5011,223
313.1851,49.91825,646.1086,223
312.7151,49.69098,656.7553,223
312.30528,49.44756,667.4362,223
311.95539,49.188,678.1474,223
311.66468,48.91209,688.8857,223
311.43213,48.61997,699.6492,223
311.256,48.31182,710.4373,223
311.13432,47.98791,721.2509,223
311.06473,47.64876,732.0918,223
311.04393,47.29518,742.9635,223
311.06843,46.92805,753.8708,223
311.13427,46.54857,764.8189,223
311.23664,46.15856,775.8145,223
311.37059,45.75972,786.864,223
311.53023,45.35446,797.9743,223
311.70955,44.94553,809.1514,223
311.90205,44.53606,820.4005,223
312.10067,44.12948,831.7252,223
312.29828,43.72979,843.1267,223
312.48721,43.34126,854.6043,223
312.66011,42.96815,866.1545,223
312.80937,42.61545,877.7709,223
312.92759,42.28773,889.445,223
313.00745,41.98972,901.1664,223
313.04232,41.72588,912.9233,223
313.02616,41.49998,924.7043,223
312.95364,41.31546,936.4988,223
312.82081,41.17461,948.2993,223
312.62501,41.07891,960.1021,223
312.36533,41.02812,971.9079,223
312.04314,41.02057,983.7236,223
311.66228,41.05292,995.56,223
311.22938,41.11987,1007.4325,223
310.75458,41.21435,1019.3576,223
310.25105,41.32736,1031.3508,223
309.73576,41.44858,1043.4229,223
309.22854,41.56609,1055.5771,223
308.75182,41.66758,1067.8073,223
308.32929,41.74035,1080.0978,223
307.98457,41.7726,1092.4255,223
307.73876,41.75359,1104.7653,223
307.60821,41.67543,1117.0963,223
307.60181,41.53325,1129.4096,223
307.71893,41.32709,1141.7123,223
307.94689,41.0625,1154.0288,223
308.26074,40.75158,1166.3941,223
308.6236,40.4137,1178.8417,223
308.98857,40.07439,1191.3886,223
309.30308,39.76441,1204.0241,223
309.51414,39.51584,1216.7095,223
309.57566,39.35744,1229.3932,223
309.45633,39.30822,1242.0384,223
309.14912,39.37185,1254.6492,223
308.67827,39.53136,1267.2768,223
308.1057,39.74819,1279.992,223
307.52811,39.96546,1292.8324,223
307.06446,40.11763,1305.7622,223
306.82936,40.1448,1318.6881,223
306.89333,40.01028,1331.5424,223
307.24538,39.71858,1344.364,223
307.77203,39.32774,1357.2776,223
308.27375,38.94764,1370.3486,223
308.524,38.71111,1383.4731,223
308.36163,38.71528,1396.5006,223
307.79179,38.95438,1409.4823,223
307.04802,39.28771,1422.6231,223
306.53834,39.48622,1435.8975,223
306.61446,39.36341,1449.0537,223
307.24763,38.93174,1462.1762,223
307.91002,38.47724,1475.5291,223
307.92337,38.39293,1488.8395,223
111.71711,-6.8454,1366.5375,224
111.8063,-6.82594,1361.2292,224
111.8964,-6.80518,1355.9041,224
111.98736,-6.78303,1350.5623,224
112.07913,-6.75963,1345.2038,224
112.17161,-6.7348,1339.8289,224
112.26504,-6.70855,1334.4375,224
112.35923,-6.68095,1329.0297,224
112.45427,-6.65196,1323.6055,224
112.55025,-6.62155,1318.165,224
112.64695,-6.5897,1312.7082,224
112.74444,-6.55638,1307.2353,224
112.84278,-6.52167,1301.7462,224
112.94192,-6.48548,1296.2411,224
113.04191,-6.44791,1290.7199,224
113.14273,-6.40873,1285.1827,224
113.24426,-6.36812,1279.6295,224
113.34659,-6.32603,1274.0605,224
113.44962,-6.28252,1268.4755,224
113.55349,-6.23739,1262.8748,224
113.65806,-6.19084,1257.2581,224
113.76329,-6.14277,1251.6256,224
113.86927,-6.09314,1245.9773,224
113.9759,-6.042,1240.3131,224
114.08327,-5.98929,1234.6331,224
114.19112,-5.93517,1228.9372,224
114.29966,-5.8794,1223.2254,224
114.40877,-5.82216,1217.4977,224
114.5184,-5.76337,1211.7541,224
114.62849,-5.70316,1205.9943,224
114.73915,-5.64127,1200.2185,224
114.85015,-5.57793,1194.4264,224
114.96152,-5.513,1188.6181,224
115.07332,-5.44657,1182.7933,224
115.18533,-5.37865,1176.952,224
115.29763,-5.30919,1171.094,224
115.41021,-5.2382,1165.2192,224
115.52283,-5.16581,1159.3274,224
115.6356,-5.09186,1153.4184,224
115.74844,-5.01638,1147.492,224
115.86117,-4.93948,1141.548,224
115.97393,-4.86119,1135.586,224
116.08641,-4.78135,1129.606,224
116.19868,-4.70015,1123.6075,224
116.31072,-4.61748,1117.5905,224
116.4223,-4.53338,1111.5543,224
116.53351,-4.448,1105.4988,224
116.64413,-4.36114,1099.4236,224
116.75411,-4.27294,1093.3283,224
116.86337,-4.18344,1087.2126,224
116.97192,-4.09266,1081.076,224
117.07947,-4.00051,1074.918,224
117.18613,-3.90717,1068.7383,224
117.29159,-3.81249,1062.5364,224
117.39594,-3.71662,1056.3118,224
117.49904,-3.61955,1050.0639,224
117.60069,-3.52128,1043.7923,224
117.70078,-3.42186,1037.4965,224
117.79928,-3.32121,1031.1758,224
117.89606,-3.21952,1024.8298,224
117.9909,-3.11679,1018.4578,224
118.08385,-3.0129,1012.0593,224
118.17464,-2.90798,1005.6336,224
118.26319,-2.8021,999.1803,224
118.34937,-2.69522,992.6987,224
118.43304,-2.58729,986.1881,224
118.51413,-2.47838,979.648,224
118.59242,-2.3687,973.0777,224
118.66786,-2.25797,966.4767,224
118.74019,-2.14632,959.8443,224
118.80937,-2.03389,953.1799,224
118.87523,-1.92055,946.4831,224
118.93768,-1.80636,939.753,224
118.99651,-1.69132,932.9893,224
119.05149,-1.57545,926.1914,224
119.10254,-1.45879,919.3587,224
119.14966,-1.34134,912.4908,224
119.19246,-1.223,905.5871,224
119.23095,-1.10397,898.6472,224
119.26481,-0.98409,891.6707,224
119.29404,-0.86336,884.6573,224
119.31844,-0.74179,877.6064,224
119.33782,-0.61947,870.5178,224
119.3521,-0.49623,863.3915,224
119.36101,-0.3722,856.2269,224
119.36448,-0.24721,849.024,224
119.36219,-0.1213,841.7825,224
119.35414,0.00552,834.5025,224
119.34017,0.13339,827.1839,224
119.32,0.26218,819.8267,224
119.2935,0.39214,812.431,224
119.2605,0.5232,804.997,224
119.22079,0.65536,797.5248,224
119.17431,0.78892,790.0147,224
119.12075,0.92364,782.4671,224
119.05995,1.05986,774.8822,224
118.99181,1.19755,767.2607,224
118.91611,1.33673,759.603,224
118.83263,1.47761,751.9096,224
118.7411,1.62029,744.1814,224
118.64139,1.76482,736.419,224
118.53346,1.91133,728.6233,224
118.41677,2.05997,720.7951,224
118.29141,2.21083,712.9353,224
118.15702,2.36417,705.0451,224
118.01338,2.52002,697.1257,224
117.86036,2.67865,689.178,224
117.69758,2.84013,681.2035,224
117.5248,3.00478,673.2035,224
117.34182,3.17255,665.1792,224
117.14841,3.3439,657.1325,224
116.94427,3.51902,649.0648,224
116.72911,3.69803,640.9777,224
116.50258,3.88122,632.8732,224
116.26444,4.06885,624.7528,224
116.01443,4.26124,616.6187,224
115.75212,4.45857,608.4729,224
115.47711,4.66122,600.3175,224
115.1892,4.86958,592.1546,224
114.88785,5.08384,583.9866,224
114.57272,5.30446,575.8159,224
114.24344,5.53172,567.645,224
113.89945,5.76607,559.4766,224
113.5405,6.00797,551.3132,224
113.16584,6.25777,543.1578,224
112.77513,6.51592,535.0134,224
112.36771,6.783,526.8831,224
111.94325,7.05937,518.7699,224
111.50085,7.34562,510.6774,224
111.04009,7.64228,502.609,224
110.56024,7.95001,494.5684,224
110.06062,8.26933,486.5595,224
109.54042,8.60078,478.586,224
108.9989,8.94514,470.6524,224
108.43527,9.30308,462.7629,224
107.84871,9.67523,454.922,224
107.23819,10.06234,447.1348,224
106.60283,10.46524,439.406,224
105.94162,10.88456,431.7409,224
105.25337,11.3213,424.1452,224
104.53717,11.77611,416.6243,224
103.79153,12.24993,409.1846,224
103.01552,12.74359,401.8323,224
102.20758,13.25785,394.5742,224
101.36655,13.79361,387.417,224
100.49078,14.35187,380.3682,224
99.57889,14.93324,373.4355,224
98.6293,15.53869,366.6269,224
97.64022,16.16879,359.9507,224
96.61013,16.82454,353.4158,224
95.53708,17.50633,347.0311,224
94.41926,18.2148,340.8065,224
93.25494,18.95044,334.7517,224
92.04186,19.71352,328.8769,224
90.77837,20.50408,323.1927,224
89.46232,21.32218,317.71,224
88.09164,22.16749,312.44,224
86.6644,23.03954,307.3941,224
85.17856,23.93752,302.5839,224
83.63235,24.86022,298.0209,224
82.02389,25.80626,293.7169,224
80.35143,26.77373,289.6834,224
78.61354,27.76052,285.932,224
76.80896,28.76407,282.4735,224
74.93668,29.78118,279.3188,224
72.99608,30.80866,276.4778,224
70.98675,31.84266,273.9599,224
68.90909,32.87921,271.7738,224
66.76379,33.91389,269.9269,224
64.55209,34.94217,268.4257,224
62.27589,35.9595,267.2755,224
59.93798,36.96115,266.4802,224
57.54146,37.9425,266.0426,224
55.09044,38.89889,265.9637,224
52.58967,39.82644,266.2434,224
50.04429,40.72118,266.8801,224
47.46063,41.57975,267.8708,224
44.84486,42.39917,269.2114,224
42.20403,43.17744,270.8965,224
39.54527,43.91278,272.9197,224
36.87594,44.60402,275.2737,224
34.20338,45.2508,277.9502,224
31.5347,45.85339,280.9405,224
28.87688,46.41217,284.2357,224
26.23658,46.92859,287.826,224
23.61974,47.40394,291.7017,224
21.03182,47.84017,295.8531,224
18.47757,48.23931,300.2704,224
15.96145,48.60378,304.9441,224
13.48665,48.93588,309.865,224
11.05621,49.23798,315.0241,224
8.67217,49.51253,320.4129,224
6.33634,49.76189,326.0231,224
4.04972,49.98828,331.8472,224
1.81299,50.19373,337.8781,224
359.62644,50.38025,344.109,224
357.48982,50.54961,350.5339,224
355.40287,50.70344,357.1472,224
353.36503,50.843,363.9437,224
351.37573,50.96976,370.9187,224
349.43395,51.08455,378.0679,224
347.53908,51.18829,385.3874,224
345.69013,51.2818,392.8738,224
343.88648,51.36548,400.5236,224
342.12722,51.43988,408.3342,224
340.4119,51.50528,416.3024,224
338.73981,51.56181,424.4259,224
337.11076,51.60961,432.7019,224
335.52448,51.64867,441.128,224
333.98106,51.67881,449.7016,224
332.48035,51.69988,458.4201,224
331.02268,51.7118,467.2806,224
329.6085,51.71406,476.2803,224
328.23821,51.70653,485.4159,224
326.91293,51.68881,494.6839,224
325.63305,51.66059,504.0804,224
324.39983,51.62138,513.6013,224
323.21414,51.57097,523.242,224
322.07729,51.50878,532.9974,224
320.99044,51.4345,542.8623,224
319.95496,51.34764,552.8309,224
318.97189,51.248,562.897,224
318.04282,51.13501,573.0543,224
317.16884,51.00831,583.296,224
316.35114,50.86757,593.6152,224
315.59092,50.71249,604.005,224
314.88923,50.54261,614.4584,224
314.24659,50.35767,624.9686,224
313.66398,50.15732,635.5288,224
313.14169,49.94142,646.1332,224
312.67995,49.70962,656.7761,224
312.2784,49.46173,667.4526,224
311.93691,49.19772,678.1589,224
311.65434,48.91752,688.8922,224
311.42977,48.62122,699.6507,224
311.26142,48.30897,710.434,224
311.14699,47.98122,721.2432,224
311.08408,47.63848,732.0804,224
311.06964,47.28144,742.9492,224
311.0998,46.91113,753.8544,224
311.17041,46.5289,764.8016,224
311.27701,46.13637,775.7973,224
311.41408,45.73555,786.848,224
311.57612,45.32866,797.9605,224
311.75689,44.91859,809.1406,224
311.94995,44.50848,820.3933,224
312.14814,44.10181,831.722,224
312.34438,43.70261,843.1275,224
312.53123,43.31502,854.6089,224
312.70105,42.9435,866.1622,224
312.84646,42.59291,877.7809,224
312.96007,42.26784,889.4563,224
313.03469,41.97293,901.1778,224
313.06387,41.71254,912.9335,224
313.04148,41.49047,924.7122,224
312.96257,41.30992,936.5037,224
312.82317,41.17315,948.3006,224
312.62091,41.08145,960.0998,224
312.35506,41.03444,971.9026,224
312.02706,41.03039,983.7161,224
311.64106,41.06574,995.5516,224
311.20401,41.13503,1007.4246,224
310.72624,41.23108,1019.3515,224
310.22095,41.34489,1031.3477,224
309.70546,41.46597,1043.4232,224
309.19976,41.58238,1055.5806,224
308.72609,41.68195,1067.8131,224
308.30828,41.75195,1080.1045,224
307.96966,41.78077,1092.4313,224
307.73085,41.75789,1104.7687,224
307.60789,41.67561,1117.0965,224
307.60894,41.52937,1129.4066,224
307.73281,41.31949,1141.7072,224
307.96613,41.05184,1154.0234,224
308.28324,40.73897,1166.3905,224
308.64707,40.40036,1178.8413,224
309.01039,40.06182,1191.3914,224
309.32059,39.7542,1204.0288,224
309.52518,39.50935,1216.7136,224
309.57874,39.35562,1229.3946,224
309.45119,39.31124,1242.0363,224
309.13652,39.3792,1254.6451,224
308.6605,39.54159,1267.2736,224
308.08601,39.75934,1279.9919,224
307.5108,39.9751,1292.8355,224
307.05363,40.12359,1305.7656,224
306.82776,40.14567,1318.6887,224
306.9015,40.0058,1331.5396,224
307.26076,39.71003,1344.361,224
307.78935,39.31794,1357.278,224
308.28657,38.94027,1370.3517,224
308.52729,38.7092,1383.4743,224
308.35391,38.71975,1396.4981,224
307.77674,38.96294,1409.4806,224
307.03385,39.29559,1422.6253,224
306.5339,39.48865,1435.8989,224
306.623,39.35871,1449.0512,224
307.26243,38.92342,1462.176,224
307.91826,38.4725,1475.5315,224
307.91719,38.39647,1488.8377,224
111.79228,-6.80558,1366.7045,225
111.88173,-6.78596,1361.399,225
111.972,-6.76509,1356.0768,225
112.06303,-6.74287,1350.738,225
112.15496,-6.71936,1345.3824,225
112.24761,-6.69443,1340.0104,225
112.34112,-6.66811,1334.6219,225
112.43547,-6.6404,1329.217,225
112.53068,-6.6113,1323.7957,225
112.62664,-6.58087,1318.3581,225
112.72341,-6.54895,1312.9042,225
112.82098,-6.51557,1307.434,225
112.91931,-6.48084,1301.9478,225
113.01852,-6.44459,1296.4455,225
113.11849,-6.407,1290.9269,225
113.21921,-6.36785,1285.3924,225
113.32064,-6.32727,1279.842,225
113.42286,-6.28522,1274.2756,225
113.52588,-6.24169,1268.6931,225
113.62956,-6.19664,1263.0948,225
113.73403,-6.15012,1257.4805,225
113.83915,-6.10208,1251.8504,225
113.94484,-6.05258,1246.2043,225
114.05128,-6.00151,1240.5423,225
114.15828,-5.94898,1234.8643,225
114.26594,-5.89494,1229.1704,225
114.37411,-5.83934,1223.4605,225
114.48285,-5.78228,1217.7345,225
114.59211,-5.72367,1211.9925,225
114.70184,-5.66364,1206.2342,225
114.81204,-5.60197,1200.4597,225
114.92258,-5.53886,1194.6688,225
115.03341,-5.4742,1188.8614,225
115.14467,-5.40804,1183.0375,225
115.25613,-5.34039,1177.1969,225
115.36779,-5.27126,1171.3393,225
115.47966,-5.20064,1165.4649,225
115.59164,-5.12858,1159.5731,225
115.70361,-5.05504,1153.664,225
115.81564,-4.97998,1147.7372,225
115.92757,-4.9035,1141.7925,225
116.03943,-4.82568,1135.8298,225
116.15101,-4.74632,1129.8486,225
116.26231,-4.66563,1123.8488,225
116.37328,-4.58354,1117.8301,225
116.48388,-4.49995,1111.792,225
116.59394,-4.41519,1105.7342,225
116.7034,-4.32895,1099.6566,225
116.81223,-4.24136,1093.5585,225
116.92025,-4.15254,1087.4396,225
117.02746,-4.06247,1081.2995,225
117.13369,-3.97104,1075.1378,225
117.23894,-3.87846,1068.954,225
117.34298,-3.78454,1062.7476,225
117.44583,-3.68949,1056.5181,225
117.54735,-3.59328,1050.2651,225
117.64731,-3.49592,1043.988,225
117.74582,-3.39736,1037.6863,225
117.84255,-3.29767,1031.3593,225
117.93748,-3.19699,1025.0067,225
118.03056,-3.09522,1018.6277,225
118.12149,-2.99243,1012.2218,225
118.21034,-2.88857,1005.7884,225
118.29687,-2.78379,999.3269,225
118.38102,-2.67801,992.8368,225
118.46259,-2.57124,986.3173,225
118.54139,-2.46357,979.768,225
118.61748,-2.3551,973.188,225
118.69055,-2.24565,966.5771,225
118.7605,-2.1353,959.9344,225
118.82731,-2.02416,953.2593,225
118.89062,-1.9122,946.5515,225
118.95052,-1.7994,939.8101,225
119.00671,-1.68579,933.0347,225
119.05896,-1.5714,926.2249,225
119.10737,-1.45617,919.38,225
119.1516,-1.3403,912.4995,225
119.19149,-1.22352,905.583,225
119.22707,-1.10605,898.6301,225
119.25803,-0.98774,891.6404,225
119.28418,-0.86867,884.6135,225
119.30549,-0.74876,877.549,225
119.3217,-0.62814,870.4466,225
119.33271,-0.50664,863.3063,225
119.33837,-0.38434,856.1277,225
119.33839,-0.26118,848.9106,225
119.33274,-0.13706,841.6549,225
119.32125,-0.01206,834.3606,225
119.30364,0.1139,827.0276,225
119.27993,0.24083,819.6561,225
119.24971,0.36884,812.2462,225
119.21299,0.49795,804.798,225
119.16964,0.62822,797.3116,225
119.11925,0.75976,789.7875,225
119.06178,0.89245,782.226,225
118.99707,1.02666,774.6275,225
118.92492,1.1623,766.9925,225
118.84512,1.29937,759.3216,225
118.75753,1.43816,751.6152,225
118.66181,1.57872,743.8743,225
118.55799,1.72118,736.0996,225
118.44567,1.86548,728.2919,225
118.32468,2.01197,720.4521,225
118.19492,2.16064,712.5812,225
118.05613,2.3118,704.6803,225
117.90799,2.46543,696.7506,225
117.75028,2.62176,688.7932,225
117.58291,2.78099,680.8095,225
117.40543,2.94336,672.8008,225
117.21783,3.1089,664.7685,225
117.01963,3.27794,656.7143,225
116.81068,3.45075,648.6398,225
116.59062,3.62743,640.5467,225
116.35917,3.80829,632.4367,225
116.11602,3.99355,624.3116,225
115.86099,4.18359,616.1736,225
115.59356,4.37853,608.0245,225
115.31351,4.57883,599.8667,225
115.02037,4.78476,591.7022,225
114.71378,4.99661,583.5333,225
114.3934,5.21482,575.3626,225
114.05886,5.43968,567.1925,225
113.7096,5.67162,559.0258,225
113.34518,5.91104,550.865,225
112.96514,6.1584,542.7131,225
112.56904,6.4141,534.573,225
112.1562,6.67874,526.4479,225
111.72613,6.95258,518.3409,225
111.2783,7.23638,510.2555,225
110.812,7.53053,502.195,225
110.32659,7.83576,494.1633,225
109.8214,8.15255,486.1641,225
109.29561,8.48145,478.2014,225
108.74859,8.82329,470.2794,225
108.17944,9.17867,462.4025,225
107.58733,9.54823,454.575,225
106.97134,9.93276,446.802,225
106.33051,10.33304,439.0884,225
105.66388,10.74973,431.4393,225
104.97031,11.18382,423.8603,225
104.24885,11.63596,416.3571,225
103.49812,12.10711,408.9357,225
102.717,12.59801,401.6026,225
101.90413,13.1095,394.3642,225
101.05834,13.64248,387.2275,225
100.17798,14.19791,380.1997,225
99.26168,14.7764,373.2886,225
98.30785,15.37891,366.5021,225
97.31489,16.00607,359.8484,225
96.28113,16.65879,353.3364,225
95.20477,17.33753,346.9749,225
94.08412,18.04295,340.7736,225
92.9172,18.77541,334.7422,225
91.70219,19.53537,328.8908,225
90.43718,20.32274,323.2299,225
89.12015,21.13761,317.7704,225
87.74913,21.97969,312.523,225
86.3223,22.84856,307.4994,225
84.83756,23.74336,302.7107,225
83.29325,24.66293,298.1686,225
81.68753,25.60592,293.8846,225
80.01886,26.57055,289.8699,225
78.28567,27.55461,286.1361,225
76.48681,28.55567,282.6939,225
74.62141,29.57062,279.5539,225
72.68877,30.59629,276.7261,225
70.68863,31.62895,274.2195,225
68.6213,32.66467,272.0428,225
66.48739,33.69903,270.2034,225
64.28832,34.72777,268.7077,225
62.02587,35.74636,267.5608,225
59.70253,36.74997,266.7667,225
57.32154,37.73421,266.328,225
54.88687,38.69455,266.2461,225
52.40289,39.62686,266.5206,225
49.87481,40.52751,267.1502,225
47.30858,41.39293,268.1319,225
44.71028,42.2203,269.4617,225
42.08657,43.00734,271.1345,225
39.4444,43.7523,273.1439,225
36.79099,44.45409,275.4828,225
34.13346,45.11221,278.1433,225
31.47856,45.72649,281.1167,225
28.83334,46.29775,284.3942,225
26.20412,46.82678,287.9664,225
23.59687,47.31508,291.8238,225
21.01694,47.76432,295.9568,225
18.46907,48.17656,300.3558,225
15.9577,48.55384,305.0117,225
13.48608,48.89858,309.9151,225
11.05731,49.21309,315.0574,225
8.67351,49.49956,320.4301,225
6.33659,49.7603,326.0252,225
4.04768,49.99759,331.8352,225
1.80757,50.21332,337.8531,225
359.61671,50.4094,344.0723,225
357.47494,50.58776,350.4868,225
355.38222,50.74973,357.091,225
353.33805,50.89677,363.8798,225
351.34203,51.03025,370.8485,225
349.39328,51.15102,377.9929,225
347.49123,51.26009,385.3089,225
345.63512,51.35812,392.7933,225
343.82433,51.4457,400.4425,225
342.05808,51.52332,408.2537,225
340.33611,51.5912,416.2238,225
338.65773,51.64958,424.3504,225
337.02281,51.69862,432.6305,225
335.43126,51.73825,441.0617,225
333.88305,51.76849,449.6412,225
332.37818,51.78913,458.3663,225
330.91713,51.80004,467.234,225
329.50022,51.8009,476.2413,225
328.12808,51.79144,485.3847,225
326.80156,51.77152,494.6607,225
325.52142,51.74063,504.0652,225
324.28859,51.69852,513.5938,225
323.10419,51.64484,523.2419,225
321.96944,51.57913,533.0042,225
320.8855,51.50107,542.8753,225
319.85353,51.41034,552.8494,225
318.8749,51.30653,562.9202,225
317.95085,51.18929,573.0812,225
317.08258,51.0582,583.3256,225
316.27113,50.913,593.6465,225
315.5177,50.75337,604.0368,225
314.8232,50.57895,614.4897,225
314.18835,50.38932,624.9984,225
313.61363,50.18439,635.5562,225
313.09944,49.96393,646.1573,225
312.64608,49.72754,656.7962,225
312.25282,49.47521,667.4682,225
311.91973,49.20674,678.1696,225
311.6453,48.92226,688.8979,225
311.4287,48.62178,699.6514,225
311.26791,48.30555,710.4299,225
311.16082,47.9739,721.2349,225
311.1047,47.62752,732.0684,225
311.09625,47.26719,742.9344,225
311.13196,46.89378,753.8378,225
311.20733,46.50879,764.7842,225
311.31791,46.11385,775.7802,225
311.45821,45.71099,786.8322,225
311.62252,45.30254,797.947,225
311.80463,44.89138,809.1302,225
311.99803,44.48075,820.3866,225
312.19568,44.07406,831.7192,225
312.39055,43.67535,843.1288,225
312.575,43.28889,854.6139,225
312.74164,42.91902,866.1703,225
312.8831,42.57062,877.7912,225
312.99201,42.24825,889.4678,225
313.06139,41.95646,901.1891,225
313.08479,41.69957,912.9436,225
313.05627,41.48127,924.7199,225
312.97087,41.30475,936.5082,225
312.82491,41.17207,948.3016,225
312.61619,41.08437,960.0972,225
312.34406,41.0412,971.897,225
312.01047,41.04051,983.7084,225
311.61943,41.07881,995.5431,225
311.17831,41.15038,1007.4168,225
310.69756,41.24799,1019.3457,225
310.19072,41.36246,1031.3448,225
309.67525,41.48329,1043.4237,225
309.17107,41.59861,1055.5843,225
308.70067,41.69614,1067.8191,225
308.28759,41.76337,1080.1112,225
307.95506,41.78876,1092.437,225
307.72338,41.76196,1104.772,225
307.608,41.67555,1117.0965,225
307.6165,41.52525,1129.4033,225
307.747,41.3117,1141.702,225
307.98558,41.04107,1154.0181,225
308.30594,40.72624,1166.3871,225
308.67053,40.38702,1178.8411,225
309.03199,40.04937,1191.3944,225
309.3378,39.74417,1204.0335,225
309.5358,39.50311,1216.7176,225
309.58152,39.35398,1229.3957,225
309.44573,39.31445,1242.034,225
309.12362,39.38674,1254.6409,225
308.64242,39.552,1267.2704,225
308.06632,39.77049,1279.992,225
307.49359,39.98468,1292.8387,225
307.04312,40.12937,1305.769,225
306.82659,40.14631,1318.6892,225
306.9101,40.00108,1331.5367,225
307.27635,39.70136,1344.3581,225
307.80666,39.30814,1357.2786,225
308.29928,38.93295,1370.3548,225
308.53028,38.70747,1383.4754,225
308.34598,38.72433,1396.4956,225
307.76158,38.97156,1409.4789,225
307.01979,39.30341,1422.6276,225
306.52978,39.49091,1435.9003,225
306.63174,39.35389,1449.0488,225
307.27711,38.91516,1462.1759,225
307.92629,38.46789,1475.5338,225
307.91092,38.40008,1488.8357,225
111.8662,-6.76641,1366.8715,226
111.95573,-6.74672,1361.5689,226
112.04616,-6.72574,1356.2495,226
112.13736,-6.70342,1350.9134,226
112.22946,-6.67979,1345.5607,226
112.32218,-6.6548,1340.1915,226
112.41585,-6.62836,1334.8058,226
112.51028,-6.60059,1329.4037,226
112.60547,-6.57148,1323.9851,226
112.70151,-6.54098,1318.5502,226
112.79827,-6.50905,1313.0991,226
112.89582,-6.47565,1307.6316,226
112.99422,-6.44086,1302.1481,226
113.09333,-6.40464,1296.6484,226
113.19329,-6.36703,1291.1324,226
113.294,-6.32787,1285.6005,226
113.39532,-6.28732,1280.0525,226
113.49744,-6.24529,1274.4885,226
113.60036,-6.20179,1268.9085,226
113.70384,-6.15683,1263.3125,226
113.80812,-6.11038,1257.7004,226
113.91305,-6.06243,1252.0724,226
114.01855,-6.013,1246.4284,226
114.12471,-5.96207,1240.7684,226
114.23143,-5.90966,1235.0923,226
114.33872,-5.85579,1229.4001,226
114.44661,-5.80033,1223.6918,226
114.55498,-5.74344,1217.9674,226
114.66378,-5.68505,1212.2267,226
114.77306,-5.62525,1206.4697,226
114.88271,-5.56386,1200.6962,226
114.99279,-5.50096,1194.9063,226
115.10308,-5.43658,1189.0997,226
115.21371,-5.37075,1183.2764,226
115.32454,-5.30342,1177.4362,226
115.43557,-5.23461,1171.5788,226
115.54672,-5.16436,1165.7044,226
115.65798,-5.09267,1159.8124,226
115.76923,-5.01951,1153.9029,226
115.88037,-4.94492,1147.9755,226
115.99149,-4.86886,1142.0299,226
116.10237,-4.79156,1136.066,226
116.21306,-4.71267,1130.0835,226
116.32338,-4.6325,1124.082,226
116.43337,-4.55092,1118.0614,226
116.54281,-4.46795,1112.0211,226
116.65172,-4.38381,1105.9608,226
116.76002,-4.29818,1099.8804,226
116.86761,-4.21127,1093.7792,226
116.9743,-4.12316,1087.6569,226
117.08019,-4.0338,1081.5131,226
117.18509,-3.94309,1075.3472,226
117.28893,-3.85128,1069.159,226
117.39147,-3.75817,1062.9479,226
117.49272,-3.66398,1056.7133,226
117.59265,-3.56863,1050.4549,226
117.69094,-3.47218,1044.1719,226
117.78768,-3.37459,1037.864,226
117.88266,-3.27585,1031.5305,226
117.97583,-3.17613,1025.171,226
118.06697,-3.07541,1018.7847,226
118.15605,-2.97363,1012.3712,226
118.24288,-2.87088,1005.9298,226
118.32738,-2.7672,999.46,226
118.40943,-2.66257,992.9611,226
