ra,dec,d,phase,start_times,end_times
115.8112,-6.35088,1142.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
110.2359,11.48775,364.1,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
105.95506,14.39087,354.9,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
104.96449,12.48926,335.2,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
6.03246,42.68885,455.0,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
357.74929,46.82024,389.9,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
104.24505,13.91258,333.3,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
106.7713,10.93125,339.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
104.86571,15.41771,332.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
116.51353,-0.27337,919.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
114.47476,-8.09398,1183.0,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
357.9195,48.80424,250.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
306.34099,39.77671,1032.1,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
106.36982,21.3046,400.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
311.78739,38.08616,959.3,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
100.31764,6.0397,300.1,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
307.56485,38.35643,1023.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
311.02701,50.89899,747.2,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
343.47324,53.53945,453.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
113.22731,12.5532,452.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
9.30149,48.50453,151.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
115.45084,-6.32128,1118.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
114.60708,-0.94613,971.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
309.31595,36.70362,996.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
113.76318,14.28236,342.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
343.45151,47.51455,460.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
94.53111,0.01454,242.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
305.131,33.14002,1060.2,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
0.56915,40.41216,446.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
3.82464,39.0356,429.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
309.78377,40.31988,992.8,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
309.71745,36.96128,980.6,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
310.46212,37.8928,958.3,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
114.75856,1.57211,911.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
114.55193,6.39765,415.5,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
313.39751,51.62318,621.3,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
107.30363,14.90798,379.6,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
110.98266,7.91918,367.2,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
105.17046,8.04119,306.9,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
116.33152,5.76154,847.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
311.22343,49.2788,772.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
309.81685,36.90056,950.8,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
309.11848,46.96064,793.8,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
310.92987,50.8205,736.6,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
348.90074,60.5081,353.1,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
103.84762,23.0314,389.2,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
100.98481,18.89746,377.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
108.58776,20.84985,413.7,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
109.53813,20.81997,406.4,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
107.98311,12.60652,357.0,207,2025-05-07T11:55:55Z,2025-05-08T11:55:55Z
