ra,dec,d,phase,start_times,end_times
106.52243,-11.24542,1130.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.95675,-1.99644,374.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
81.64486,1.62204,368.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
80.66892,-0.32738,353.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
2.62507,58.5473,428.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
347.39812,64.64845,377.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
80.63333,1.38031,349.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
81.39178,-2.28806,357.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
81.59768,3.12788,344.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
96.83909,-10.33681,913.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
106.76227,-12.1364,1176.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
337.64549,72.86725,250.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
304.509,40.74406,1033.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.33185,9.50075,400.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
308.10536,40.28131,957.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
76.258,-6.52546,335.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
305.25522,39.62849,1023.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
317.95925,46.98465,744.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
328.3735,65.6018,456.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
85.77137,-1.36199,454.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
1.27962,78.25246,152.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
105.24931,-11.66136,1108.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
97.43666,-9.71937,969.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
306.15508,38.53213,995.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
87.95774,1.34025,337.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
331.88929,59.0429,453.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
72.49977,-10.97989,283.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
305.71919,32.79872,1060.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
354.7155,56.15164,417.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
359.32612,55.66754,396.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
306.13358,42.33227,993.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
306.13593,39.03189,979.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
306.8555,39.98664,957.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
94.56104,-8.70004,911.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
85.36902,-8.30121,428.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
315.68861,50.38539,620.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
82.47719,1.97842,390.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.38487,-6.12346,384.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
79.99989,-5.01783,330.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
93.1127,-6.01959,836.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
317.61751,45.56217,770.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
306.2411,38.97427,949.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
314.5577,43.88562,792.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
317.85894,46.91179,733.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
316.56717,76.89882,374.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
82.34514,11.88156,390.8,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
78.9182,6.86859,393.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
84.94553,8.96282,409.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
85.67022,8.92444,399.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
82.61711,-0.55548,369.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
84.12085,-0.39311,408.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
86.3354,-0.07908,420.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
85.05328,-9.49664,446.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
93.60475,-6.10435,850.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
94.09706,-6.18952,836.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
91.29548,-9.61568,838.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
89.86785,-13.45806,693.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
89.65591,-13.97072,677.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
107.8545,-11.80725,1168.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
107.9529,-12.20811,1181.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
345.60359,59.2769,475.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
84.35648,-2.75513,403.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
334.46729,73.21684,343.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
327.67116,52.43671,447.0,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.15876,-1.77388,360.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.2906,-1.59595,408.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
83.45565,-4.71561,390.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
304.65712,40.90941,1025.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
311.91284,43.7844,873.0,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
313.2256,44.30364,816.2,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
315.68861,50.38539,623.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
314.77875,52.47183,563.0,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
319.07347,56.26178,749.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
308.26447,64.30099,462.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
328.3735,65.6018,458.0,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
338.89173,69.14418,395.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
333.84187,72.96789,342.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
359.96952,57.37617,420.3,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
75.06672,12.58073,318.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
87.08572,2.53261,408.1,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
84.53386,-2.66235,387.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
82.36127,-3.47737,369.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
85.27812,-8.34492,431.6,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
87.3042,-7.8955,300.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
98.71566,-7.98952,1004.7,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
100.60993,-7.93953,840.0,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
92.62474,-14.97665,688.4,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
98.25526,-9.32159,967.9,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
106.52243,-11.24542,1160.5,357,2023-10-15T11:55:55Z,2023-10-16T11:55:55Z
