ra,dec,d,phase,start_times,end_times
107.42706,-10.7855,1130.2,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
83.1606,-2.41726,376.2,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
80.77233,1.13303,370.6,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
79.793,-0.80991,355.6,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
2.74522,58.1523,429.1,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
347.83846,64.18601,377.6,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
79.67477,0.84038,351.8,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
80.5088,-2.7591,359.9,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
80.55423,2.53301,346.7,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
97.84249,-9.85293,910.2,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
107.66956,-11.67611,1175.7,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
340.14368,71.57537,248.9,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
304.29,40.85594,1033.3,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
82.54858,9.03986,402.3,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
308.31603,40.16246,957.7,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
75.27163,-7.02609,338.9,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
305.25522,39.62849,1023.8,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
317.7452,47.12152,744.4,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
328.52582,65.52415,456.8,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
85.32915,-1.5956,455.6,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
3.52936,75.19524,150.3,351,2023-10-09T11:55:55Z,2023-10-10T11:55:55Z
