ra,dec,d,phase,start_times,end_times
102.23021,-13.36828,1137.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.84884,1.65809,361.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.91504,5.65562,355.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.38735,3.90951,338.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
2.34456,59.43563,428.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
346.27755,65.75262,378.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.41964,5.72144,335.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.88572,1.72631,342.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.56499,7.59099,332.2,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
93.16337,-12.06895,926.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
102.54673,-14.21365,1183.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
324.14404,77.293,257.2,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
305.2697,40.34924,1032.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.12961,13.36295,392.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
307.78797,40.45886,957.8,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
84.35636,-2.32459,314.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.10471,39.17121,1023.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
318.27827,46.77861,744.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
330.14308,64.66031,455.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.63338,1.20994,444.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
244.40108,87.27827,167.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
100.848,-13.8091,1117.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
93.40524,-11.63439,984.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.57175,38.301,995.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
96.09763,5.66011,329.8,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
333.53429,57.81467,452.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
82.4069,-6.19328,257.8,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.59304,32.28168,1061.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
354.51359,56.53567,417.0,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
358.86638,56.84005,396.0,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.35461,42.21715,993.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.3461,38.91655,979.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
306.53629,40.16081,957.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
91.18399,-10.3117,925.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.61005,-5.73477,415.8,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
318.30421,48.83029,619.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.1389,5.6655,378.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.91166,-2.81261,369.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.34251,-0.66288,313.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.58719,-7.26354,845.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
317.40804,45.69834,770.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
305.81938,39.20419,949.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
313.923,44.27564,792.2,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
318.38922,46.56837,734.0,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
311.39487,77.71784,377.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.43627,15.96248,382.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
85.78261,10.92303,380.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
91.40532,12.57308,402.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
92.3206,12.6101,393.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.65525,3.25378,356.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.1999,2.87531,397.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
92.07412,2.97804,411.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.78172,-7.22555,433.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.89768,-7.43626,860.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
91.57037,-7.43287,845.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
88.8192,-10.77776,850.4,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.21257,-13.74852,696.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.28032,-14.1358,678.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
103.65316,-13.90126,1173.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
103.74466,-14.30198,1186.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
346.45612,58.26958,475.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.46633,0.45494,391.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
329.63663,74.97581,346.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
329.67249,50.86863,447.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.57148,2.18013,347.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.28906,1.60839,396.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.86184,-1.40963,377.0,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
305.41889,40.51371,1024.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
310.60318,44.5309,873.2,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
312.14078,44.93911,816.2,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
318.30421,48.83029,623.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
318.00609,50.664,561.6,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
320.3481,55.56199,748.0,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
311.58282,63.2562,459.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
330.14308,64.66031,456.7,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
337.87254,69.74582,396.5,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
329.02868,74.71483,345.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
359.6674,58.15978,419.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
84.02087,18.20629,305.9,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
93.2627,5.85831,400.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
90.99733,0.73436,375.3,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
89.44449,0.24895,355.1,29,2023-11-16T11:55:55Z,2023-11-17T11:55:55Z
