ra,dec,d,phase,start_times,end_times
107.60765,-10.6932,1130.1,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
82.98361,-2.51072,376.5,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
80.59786,1.03519,371.0,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
79.61779,-0.9064,355.9,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
2.77484,58.05353,429.1,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
347.92477,64.09337,377.5,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
79.50052,0.74218,352.2,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
80.42047,-2.80617,360.3,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
80.38042,2.43378,347.1,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
98.0246,-9.76463,909.7,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
107.85065,-11.5837,1175.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
340.60299,71.31338,248.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
304.29,40.85594,1033.3,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
82.46168,8.98854,402.5,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
308.31603,40.16246,957.7,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
75.18186,-7.0715,339.4,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
305.14825,39.68522,1023.8,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
317.7452,47.12152,744.4,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
328.52582,65.52415,456.8,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
85.32915,-1.5956,455.7,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
3.8094,74.70056,150.0,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
106.42902,-11.06778,1107.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
98.61848,-9.14419,966.0,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
306.0505,38.58969,995.4,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
86.81201,0.72565,339.1,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
331.77546,59.12401,453.1,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
71.02202,-11.65842,288.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
305.62148,32.85579,1060.5,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
354.9134,55.76729,417.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
359.54579,55.08067,397.3,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
306.13358,42.33227,993.8,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
306.2411,38.97427,979.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
306.96154,39.92839,957.4,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
95.74037,-8.12648,907.6,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
84.91431,-8.51953,429.8,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
315.09748,50.71544,620.4,350,2023-10-08T11:55:55Z,2023-10-09T11:55:55Z
