ra,dec,d,phase,start_times,end_times
107.15597,-10.92376,1130.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
83.33756,-2.32379,375.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
81.03405,1.27977,370.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
80.05579,-0.66517,354.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
2.71543,58.25106,429.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
347.6641,64.37114,377.7,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
80.0233,1.03675,351.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
80.86207,-2.57076,359.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
80.90193,2.7314,346.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
97.47796,-10.02924,911.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
107.3977,-11.8145,1175.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
339.34958,72.00947,249.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
304.39959,40.80005,1033.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
82.80944,9.19368,401.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
308.21079,40.22193,957.7,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
75.63055,-6.84427,337.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
305.25522,39.62849,1023.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
317.85236,47.05313,744.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
328.3735,65.6018,456.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
85.50605,-1.50217,455.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
2.84384,76.28222,151.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
105.88515,-11.34232,1108.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
98.07352,-9.41015,967.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
306.15508,38.53213,995.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
87.34075,1.00937,338.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
331.77546,59.12401,453.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
71.6694,-11.36247,286.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
305.62148,32.85579,1060.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
354.81494,55.9595,417.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
359.43677,55.37415,397.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
306.13358,42.33227,993.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
306.2411,38.97427,979.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
306.8555,39.98664,957.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
95.19649,-8.39164,909.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
85.09625,-8.43227,429.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
315.33493,50.58378,620.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
81.95326,1.68555,391.7,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
82.84542,-6.39263,385.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
79.37537,-5.33901,332.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
93.65229,-5.75144,834.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
317.51291,45.6303,770.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
306.3461,38.91655,949.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
314.66267,43.82027,792.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
317.64492,47.04847,733.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
317.92681,76.64735,373.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
81.73591,11.51535,391.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
78.40253,6.55599,395.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
84.42104,8.66056,410.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
85.14477,8.6239,400.7,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
82.00175,-0.88922,371.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
83.68063,-0.63022,409.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
85.98256,-0.2675,421.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
84.77872,-9.62586,447.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
94.14445,-5.83626,848.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
94.72677,-5.87672,834.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
91.93461,-9.31145,836.4,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
90.24158,-13.29132,692.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
90.03095,-13.80506,675.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
108.3975,-11.52938,1168.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
108.58714,-11.88366,1181.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
345.60359,59.2769,475.7,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
83.91292,-2.98697,404.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
335.42903,72.80327,342.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
327.56738,52.5142,447.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
82.62891,-2.05596,361.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
82.84926,-1.8313,410.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
83.00901,-4.94348,392.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
304.54755,40.96553,1025.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
312.12791,43.65855,873.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
313.2256,44.30364,816.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
315.33493,50.58378,624.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
314.404,52.66707,563.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
318.81297,56.40014,749.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
308.07285,64.35675,462.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
328.3735,65.6018,458.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
339.31147,68.88455,395.3,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
334.80304,72.55693,341.8,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
0.07951,57.08214,420.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
74.13696,11.96057,320.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
86.64622,2.29349,408.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
84.00165,-2.94062,388.6,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
81.82852,-3.75541,370.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
84.91431,-8.51953,432.5,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
86.48701,-8.28976,302.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
99.34776,-7.67668,1003.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
101.24101,-7.62481,839.0,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
93.09517,-14.76861,686.9,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
98.89066,-9.01091,966.2,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
107.06555,-10.96979,1160.1,353,2023-10-11T11:55:55Z,2023-10-12T11:55:55Z
