timestamp,magnitude
1684582049000,12.906774713964005
1684616521000,12.449435259679353
1684650994000,12.070287234963748
1684685467000,11.762287164674953
1684719939000,11.51839157367074
1684754412000,11.331556986808884
1684788885000,11.194739928947937
1684823358000,11.100896924943823
1684857830000,11.04298449965542
1684892303000,11.0139591779405
1684926776000,11.006777484656832
1684961249000,11.014395944662185
1684995721000,11.029771082814332
1685030194000,11.0459860517607
1685064667000,11.05951958783872
1685099139000,11.070538312702665
1685133612000,11.079394061117208
1685168085000,11.08643866784697
1685202558000,11.092023967656713
1685237030000,11.09650179531105
1685271503000,11.100223985574642
1685305976000,11.10354237321216
1685340449000,11.106808792988264
1685374921000,11.110375079667623
1685409394000,11.11459261385481
1685443867000,11.119702824467526
1685478339000,11.125694744351055
1685512812000,11.132522130693605
1685547285000,11.14013874068331
1685581758000,11.148498331508476
1685616230000,11.157554660357247
1685650703000,11.16726148441782
1685685176000,11.177572560878387
1685719649000,11.188441646927156
1685754121000,11.199822499752306
1685788594000,11.211668876542054
1685823067000,11.22393453448458
1685857539000,11.236573230768087
1685892012000,11.249538722580775
1685926485000,11.26278476711074
1685960958000,11.276265121546366
1685995430000,11.289933543075758
1686029903000,11.303743788887113
1686064376000,11.317649616168627
1686098849000,11.3316047821085
1686133321000,11.345563043894918
1686167794000,11.359478158716088
1686202267000,11.373305776176474
1686236739000,11.387026475649064
1686271212000,11.400638430770247
1686305685000,11.414140184409472
1686340158000,11.427530279436446
1686374630000,11.440807258720605
1686409103000,11.453969665131481
1686443576000,11.467016041538598
1686478049000,11.47994493081148
1686512521000,11.492754875819665
1686546994000,11.505444419432676
1686581467000,11.518012104520043
1686615939000,11.530456473951293
1686650412000,11.542776070595949
1686684885000,11.554969437323466
1686719358000,11.567035117003535
1686753830000,11.578971652505597
1686788303000,11.590777586699186
1686822776000,11.602451462453825
1686857249000,11.613991822639044
1686891721000,11.625397210124374
1686926194000,11.63666616777934
1686960667000,11.64779723847347
1686995139000,11.658788965076296
1687029612000,11.669639890457342
1687064085000,11.680348557486063
1687098558000,11.690913509032136
1687133030000,11.70133328796502
1687167503000,11.711606437154233
1687201976000,11.72173149946931
1687236449000,11.731707017779778
1687270921000,11.741531534955167
1687305394000,11.751203593865004
1687339867000,11.760721737378812
1687374339000,11.770084508366127
1687408812000,11.77929044969647
1687443285000,11.788338104239314
1687477758000,11.797226014864307
1687512230000,11.805952724440921
1687546703000,11.814516775838676
1687581176000,11.822916711927107
1687615649000,11.831151075575734
1687650121000,11.839218409654093
1687684594000,11.84711725703171
1687719067000,11.854846160578113
1687753539000,11.86240366316283
1687788012000,11.86978830765539
1687822485000,11.87699863692527
1687856958000,11.884033193842093
1687891430000,11.89089052127535
1687925903000,11.89756916209456
1687960376000,11.904067659169252
1687994849000,11.910384555368958
