ra,dec,d,phase,start_times,end_times,color
100.845103949269,-14.0309302413814,1141.6,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
111.896166210022,12.2625276551708,366.7,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.702809911529,16.1017760006289,360.0,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.880734277817,14.784559569003,340.8,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
4.02900982996481,53.3056803304674,433.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
351.614845208754,59.4061941261242,377.1,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.954003051417,16.5342681675378,339.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
110.543244800919,12.7148327206495,344.0,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
111.115898147228,18.2060917393956,340.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
97.113043291366,-10.2051441614562,912.3,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
100.597346944544,-15.1377316340095,1189.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
333.032157781189,74.7762246015732,252.8,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
307.185169701218,39.3116958659515,1032.0,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.523642909872,22.6024560848026,406.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
309.047595809593,39.7435128794949,957.8,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
107.073799866099,9.42274577680993,303.0,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
307.975959073656,38.1203484993037,1023.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
315.992488738391,48.2016774543669,744.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
338.965394012207,58.3156604126338,451.5,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.265324282385,10.7006364291451,444.7,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
210.492452812507,83.2919959931262,175.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
99.828465308546,-14.2905692455181,1121.0,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
95.7935558094697,-10.5089925482813,974.8,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
308.515049266364,37.1834947949117,995.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
117.925792960845,16.0775937428801,351.3,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
340.544813021365,51.1516697874392,455.7,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
107.915512307163,6.84951682939411,242.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
307.361426526111,31.8170816513512,1062.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
357.480373653424,49.9697033253854,424.2,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
1.01048413219561,50.6680798444073,402.4,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
308.308006413069,41.1624214382084,992.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
308.105258781439,37.9212972779093,979.6,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
307.803399037818,39.4589408013099,957.3,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
95.3778663800293,-8.30333431747192,908.7,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
110.60052423294,4.42613287229744,409.2,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
320.656009725069,47.2907197568645,619.9,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
109.273749213092,15.8029268697264,382.5,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
111.073228526422,7.96338628377424,367.5,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
111.175947396679,10.9541287020341,312.5,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
97.3271001383001,-3.90681057949249,825.7,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
314.589468778664,47.4322374654686,770.6,96,2024-01-22T11:55:55Z,2024-01-23T11:55:55Z,:255:31:60:241
