ra,dec,d,phase,start_times,end_times
108.77885,-10.09075,1130.1,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
82.36396,-2.83762,378.2,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
79.90009,0.64375,372.9,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
78.82923,-1.34047,358.2,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
2.9777,57.36197,429.5,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
348.59509,63.35044,377.3,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
78.62937,0.2511,354.5,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
79.62513,-3.22948,362.4,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
79.51174,1.9373,349.3,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
99.29675,-9.14389,906.5,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
108.93472,-11.02695,1175.5,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
343.24481,69.63062,247.2,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
304.18023,40.91172,1033.4,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
81.76732,8.57731,403.9,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
308.42109,40.10289,957.7,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
74.28314,-7.52465,342.6,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
305.14825,39.68522,1023.8,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
317.42206,47.32606,744.3,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
328.67723,65.44635,456.6,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
85.06377,-1.73572,456.3,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
5.50839,70.83278,148.3,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
107.51373,-10.5158,1107.0,343,2025-09-20T11:55:55Z,2025-09-21T11:55:55Z
