ra,dec,d,phase,start_times,end_times,color
112.978436951308,-7.88028032376604,1134.8,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
82.1868497151016,-2.93095891982465,378.6,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
79.2024301843972,0.252222222707146,374.8,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
77.952725099697,-1.82247248629111,360.9,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
3.84019852758517,54.0978342680336,432.4,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
351.423062204924,59.6900121173206,377.0,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
77.5840698058255,-0.338265451643222,357.6,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
79.0060788072153,-3.55829019939415,364.3,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
78.2964049299474,1.24150829626695,352.5,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
104.970686937479,-6.30047614877698,899.3,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
112.786969516138,-9.00192657826439,1179.2,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
350.895016314604,62.248213347504,244.1,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
303.960119384858,41.0229780625545,1033.6,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
81.2475427658118,8.26807408047599,405.1,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
309.254974394043,39.6229755600082,957.8,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
73.0217571470462,-8.15594593978384,347.1,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
305.04109951069,39.7418402724039,1023.9,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
316.104175253738,48.1349583787022,744.4,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
330.982232116376,64.1820352779057,454.9,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
86.3903380149701,-1.03481515394272,452.9,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
8.5151188585351,56.1896706067232,147.7,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
111.993778996557,-8.17875587137482,1110.0,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
105.369326875318,-5.75934144099127,956.8,316,2025-08-24T11:55:55Z,2025-08-25T11:55:55Z,:255:31:60:241
